Date,Close,High,Low,Open,Volume
2024-06-11,2559.925048828125,2671.7906771811295,2559.925048828125,2661.802674649611,513751
2024-06-12,2572.909423828125,2589.8890279450034,2539.949015836538,2567.9154226172786,456260
2024-06-13,2553.93212890625,2578.90213407741,2540.947726217247,2567.9153318020994,625676
2024-06-14,2547.939453125,2566.916657989514,2529.961048516513,2554.9310549171896,392939
2024-06-17,2581.898681640625,2589.8890837501513,2569.9130784763356,2584.895082431697,574340
2024-06-18,2585.893798828125,2596.4450893574767,2571.910595589966,2590.8877999846104,1037975
2024-06-19,2573.908203125,2588.8902066356227,2559.924999848419,2582.897405231374,441467
2024-06-20,2588.89013671875,2595.881738168222,2560.9237309208625,2567.9153323703345,687605
2024-06-21,2560.924072265625,2601.8748862137104,2541.946865801878,2588.8904817911466,2635012
2024-06-24,2565.917724609375,2604.870932573472,2550.935721546261,2565.917724609375,457643
2024-06-25,2623.848388671875,2650.815996777753,2594.883179965562,2638.83039317514,894520
2024-06-26,2593.88427734375,2648.818291688727,2578.9022734314835,2634.8350880372786,864246
2024-06-27,2639.829345703125,2714.7393725391958,2639.829345703125,2691.7669643094673,531205
2024-06-28,2611.862548828125,2677.783362680001,2606.868547778741,2655.809758062709,462584
2024-07-01,2570.911865234375,2627.8434799656725,2569.9130649759313,2623.8482789318973,318468
2024-07-02,2539.94921875,2586.8928338822257,2522.9696132766417,2553.9324232574713,390024
2024-07-03,2569.9130859375,2569.9130859375,2527.9634747406967,2542.945478739555,563125
2024-07-04,2565.917724609375,2589.888929510358,2551.9345217504683,2569.9129254262057,281348
2024-07-05,2579.901123046875,2600.875928925305,2564.9191188479963,2580.8999233268,376778
2024-07-08,2605.869873046875,2609.2049783028006,2567.915463243969,2567.915463243969,530500
2024-07-09,2589.88916015625,2632.837572762003,2583.8963583973077,2632.837572762003,404015
2024-07-10,2620.85205078125,2640.828057265863,2595.8820426754837,2640.828057265863,508833
2024-07-11,2594.8828125,2652.813221709007,2594.8828125,2636.832419168591,434656
2024-07-12,2605.869873046875,2613.8602751106446,2577.903465823681,2606.868673304846,582816
2024-07-15,2576.904541015625,2608.4067386450693,2574.906940596233,2592.885344370761,881134
2024-07-16,2584.89501953125,2592.885421446339,2554.9310123496666,2567.9154154616863,261747
2024-07-17,2595.8818359375,2609.8650393630965,2553.9322256607106,2609.8650393630965,321403
2024-07-18,2595.8818359375,2616.8566410758945,2582.897432756589,2606.86863862904,374948
2024-07-19,2562.92138671875,2611.8625979226545,2560.9237862614477,2583.8961915204236,531476
2024-07-22,2625.845947265625,2625.845947265625,2555.9299273688607,2562.921529358537,516580
2024-07-23,2623.848388671875,2641.8267940757933,2610.5542981525223,2619.8531874710043,611661
2024-07-24,2624.84716796875,2638.830372059908,2583.8963559875024,2583.8963559875024,325746
2024-07-25,2629.84130859375,2636.832911009305,2575.330853139634,2610.864102037244,1556964
2024-07-26,2651.814697265625,2660.803899629237,2598.878283346575,2613.8602872859287,293307
2024-07-29,2667.795654296875,2700.7560648516474,2657.251434416438,2664.7992533373504,695830
2024-07-30,2733.71630859375,2733.71630859375,2652.8134876233103,2653.8122878822046,370381
2024-07-31,2750.696044921875,2782.657654739413,2732.7176393995096,2748.698444308279,449362
2024-08-01,2724.72705078125,2758.68625889216,2703.7522457715704,2753.6922576993793,384263
2024-08-02,2693.76416015625,2721.7305659717395,2659.804953094584,2705.7497626486024,503023
2024-08-05,2614.859130859375,2658.806343142726,2596.880725834368,2643.82433895522,434295
2024-08-06,2623.848388671875,2642.825594376011,2591.8867790649088,2606.8687835681744,415086
2024-08-07,2670.7919921875,2670.7919921875,2627.843579448509,2631.8387806335313,274408
2024-08-08,2658.806396484375,2666.796798878017,2623.3489858625885,2662.801597681196,270244
2024-08-09,2671.790771484375,2672.100458097235,2639.829162255403,2647.819564562646,191596
2024-08-12,2694.76318359375,2698.75838475549,2669.793176332874,2679.7811792372245,1508767
2024-08-13,2753.6923828125,2753.6923828125,2695.7619663441924,2701.75476804781,372494
2024-08-14,2806.628662109375,2806.628662109375,2769.6730533912087,2796.640659753114,362605
2024-08-15,2989.4091796875,3139.229218763051,2972.0160095260726,3087.2916052168603,1755087
2024-08-16,2956.448974609375,3044.3434035842483,2944.463370658256,2986.4129844871727,685156
2024-08-19,2929.481201171875,3007.3876224781848,2929.481201171875,2951.454807181347,805292
2024-08-20,2896.52099609375,2941.4670115503773,2879.5413902545797,2923.4886053677264,513658
2024-08-21,2899.51708984375,2930.4798972103213,2888.5302872298053,2901.5146903190125,496404
2024-08-22,2947.459716796875,2947.459716796875,2900.5161021952304,2914.4993065446565,350328
2024-08-23,2938.470458984375,2959.4452651158067,2913.5004516850518,2950.45606248805,337950
2024-08-27,2931.478759765625,2958.446366754951,2920.491956918122,2923.4883576947136,282148
2024-08-28,2924.4873046875,2948.4585121029713,2914.49930159772,2938.4705090131915,472165
2024-08-29,2918.49462890625,2934.4754345402334,2909.5054257371344,2928.48263242749,308255
2024-08-30,2914.499267578125,2924.4872705513194,2905.5100649022497,2919.493269064722,2830169
2024-09-02,2902.513671875,2926.4848790756196,2890.52806827469,2917.495676375387,382417
2024-09-03,2913.50048828125,2916.4968891948065,2884.535279450206,2902.5136849315436,816963
2024-09-04,2927.48388671875,2927.48388671875,2881.539069663457,2881.539069663457,748896
2024-09-05,2811.30517578125,2878.097108273703,2811.30517578125,2838.279319258895,456006
2024-09-06,2789.325927734375,2826.2904905302817,2782.3326320702845,2804.3115613002833,332048
2024-09-09,2835.281982421875,2835.281982421875,2790.3250799521834,2808.30784094006,551683
2024-09-10,2842.275390625,2862.256236956283,2812.3041211280756,2820.296459660589,1405513
2024-09-11,2849.2685546875,2864.254188740905,2810.3059061486456,2848.269512417273,12996328
2024-09-12,2872.246337890625,2881.237717730978,2852.265493800951,2867.2511268682065,614587
2024-09-13,2894.225341796875,2897.222468488415,2867.251201573017,2878.240666108663,597727
2024-09-16,2887.232177734375,2900.2197273227994,2880.2388818021464,2893.226431390571,419227
2024-09-17,2876.24267578125,2921.1995776256945,2876.24267578125,2916.204366309645,680370
2024-09-18,2868.25048828125,2880.2389960692594,2838.2792188112267,2869.2495305969173,983130
2024-09-19,2890.229248046875,2895.2244593293617,2854.2637268129697,2895.2244593293617,550577
2024-09-20,2822.29443359375,2894.225477564989,2802.3135880461837,2875.243674294801,1462513
2024-09-23,2818.29833984375,2844.273439750144,2795.6669584302267,2817.299297539658,948874
2024-09-24,2781.333740234375,2843.274362322928,2774.3404441921193,2843.274362322928,754716
2024-09-25,2783.33154296875,2808.8071188286576,2747.301144902944,2757.35644601355,331999
2024-09-26,2797.318359375,2808.307824358259,2774.340387137277,2796.3193171037947,438776
2024-09-27,2805.310546875,2807.308631310096,2786.3287447415864,2807.308631310096,355706
2024-09-30,2781.333740234375,2809.306924403399,2780.334697942624,2800.3155437776413,464459
2024-10-01,2779.335693359375,2789.326116412428,2745.368254978994,2787.3280318018174,421699
2024-10-02,2795.320068359375,2795.320068359375,2753.3602960680623,2767.346886831833,536874
2024-10-03,2800.315673828125,2816.300351238489,2789.3262081085,2801.314716166273,299022
2024-10-04,2801.314453125,2818.2981712787537,2778.336481505216,2793.3221151702924,413140
2024-10-07,2764.349853515625,2821.2952606896006,2759.3636669114176,2821.2952606896006,614772
2024-10-08,2733.379638671875,2758.355695311786,2727.585144750055,2753.360483983804,865742
2024-10-09,2743.370361328125,2750.5575638817377,2721.391429081505,2746.367488452664,254130
2024-10-10,2733.379638671875,2758.5554549835447,2721.3911314847173,2732.3805964062785,955614
2024-10-11,2736.376708984375,2747.3661736790914,2719.3929908198133,2744.3690469441685,469485
2024-10-14,2744.368896484375,2744.368896484375,2724.3880526803387,2735.377516772559,242601
2024-10-15,2773.34130859375,2773.34130859375,2749.4642961869495,2750.363336656554,877727
2024-10-16,2711.40087890625,2741.372148754145,2651.4583392104596,2740.373106425882,519829
2024-10-17,2753.360595703125,2753.381571689045,2703.4084803964643,2721.391241906862,757737
2024-10-18,2743.370361328125,2756.357912201128,2736.750729967449,2745.3684460778177,274939
2024-10-21,2695.416015625,2745.9405778539544,2695.416015625,2742.3710018126853,203071
2024-10-22,2642.467041015625,2675.4354388808483,2614.493854948163,2674.436396521296,734318
2024-10-23,2623.485107421875,2645.4640382532843,2600.507134279947,2637.4716997691353,647194
2024-10-24,2607.50048828125,2632.4765465981204,2607.50048828125,2627.4813349347464,312933
2024-10-25,2569.53662109375,2619.4887327013266,2569.53662109375,2602.505014754751,501484
2024-10-28,2590.5166015625,2598.1094203638927,2569.454761243262,2575.530967538806,259862
2024-10-29,2568.537841796875,2604.503365836038,2515.4907914377613,2596.511027160668,1388778
2024-10-30,2593.513671875,2654.4552489105836,2572.5337846988155,2588.518460642575,682733
2024-10-31,2561.54443359375,2574.5319833740614,2538.129867716903,2568.5377296293022,323068
2024-11-01,2560.545166015625,2577.5288834648118,2547.557617378012,2555.549955001158,263325
2024-11-04,2550.554931640625,2576.530030826938,2548.5568470878316,2552.5530161934184,328361
2024-11-05,2540.564453125,2558.547213705515,2524.579777053431,2542.5625376339462,466745
2024-11-06,2521.58251953125,2592.5145159206,2517.5863507205827,2547.5576168005896,347637
2024-11-07,2518.58544921875,2537.5672514937028,2494.6084358188095,2535.5691670437077,512975
2024-11-08,2512.59130859375,2529.575027180666,2493.609505467197,2525.5788581013917,231187
2024-11-11,2525.578857421875,2543.5616182737713,2511.592265648178,2513.5903501872776,163182
2024-11-12,2469.632568359375,2531.5731910285826,2455.6459761437477,2509.594260404025,478374
2024-11-13,2507.595947265625,2507.595947265625,2466.6352166529196,2474.6275543334473,378538
2024-11-14,2521.58251953125,2526.5777305445845,2484.6179580325747,2502.600717680579,647221
2024-11-15,2519.58447265625,2522.581599308894,2505.5978816105767,2519.58447265625,495667
2024-11-18,2530.573974609375,2533.5711013065043,2501.60174987046,2524.579721215117,1115326
2024-11-19,2501.601806640625,2545.5596658627446,2496.6065953653842,2535.5692433122626,431755
2024-11-20,2400.698486328125,2502.6007941123403,2380.7176416645534,2493.609414013733,544733
2024-11-21,2428.671875,2433.667086589881,2389.7092245989306,2402.6967747326203,349296
2024-11-22,2447.6533203125,2462.6389528858417,2434.6657720822705,2438.661940768495,605021
2024-11-25,2464.637451171875,2471.6307475473122,2441.6594773668676,2452.6489430996976,943938
2024-11-26,2446.65478515625,2477.625098892405,2437.663403748979,2471.630844620891,436649
2024-11-27,2461.64013671875,2474.6276861413735,2438.66216466334,2450.650671822684,364964
2024-11-28,2536.568115234375,2559.5460855574906,2487.615048024259,2496.606427715913,395760
2024-11-29,2560.545166015625,2575.530799059025,2527.4789666982306,2530.573899928825,424818
2024-12-02,2605.502197265625,2606.501239519178,2553.552000080881,2594.5127324765444,424059
2024-12-03,2617.49072265625,2628.480187522364,2598.508919705689,2605.50221552958,686488
2024-12-04,2621.487060546875,2626.4822721713927,2577.5291982511194,2617.490891247261,597638
2024-12-05,2712.39990234375,2722.3903255568025,2629.4793896754145,2675.435336455456,804065
